cobinder_id	cobinder_name	cobinder_motif_id	log10_p_value	log10_E_value	log10_q_value	tf_pair	pair_label	combined_score	TOMTOMbyPPI	alignment_png
cobinder_0	NFATC4	M01306_2.00	1.86498508542952	-1.95521761142857	0	SOX2::NFATC4	SOX2::NFATC4	43	0.0801943586734695	ppi_plot/cobinder_0_M01306_2.00_NFATC4.png
cobinder_0	EOMES	M09647_2.00	1.86498508542952	-1.95521761142857	0	SOX2::EOMES	SOX2::EOMES	185	0.345022240804462	ppi_plot/cobinder_0_M09647_2.00_EOMES.png
cobinder_0	POU5F1B	M03240_2.00	1.85694146005832	-1.96325879893709	0	SOX2::POU5F1B	SOX2::POU5F1B	642	1.19215641735744	ppi_plot/cobinder_0_M03240_2.00_POU5F1B.png
cobinder_0	POU2F1	M10827_2.00	1.84482799282249	-1.9753738987176	0	SOX2::POU2F1	SOX2::POU2F1	815	1.50353481415033	ppi_plot/cobinder_0_M10827_2.00_POU2F1.png
cobinder_0	POU4F3	M00360_2.00	1.84276088697319	-1.97744145081578	0	SOX2::POU4F3	SOX2::POU4F3	331	0.609953853588125	ppi_plot/cobinder_0_M00360_2.00_POU4F3.png
cobinder_0	POU2F1	M03309_2.00	1.8177194802391	-2.00248140492612	0	SOX2::POU2F1	SOX2::POU2F1	815	1.48144137639486	ppi_plot/cobinder_0_M03309_2.00_POU2F1.png
cobinder_0	CEBPA	M10029_2.00	1.8177194802391	-2.00248140492612	0	SOX2::CEBPA	SOX2::CEBPA	84	0.152688436340084	ppi_plot/cobinder_0_M10029_2.00_CEBPA.png
cobinder_0	POU2F1	M10830_2.00	1.8177194802391	-2.00248140492612	0	SOX2::POU2F1	SOX2::POU2F1	815	1.48144137639486	ppi_plot/cobinder_0_M10830_2.00_POU2F1.png
cobinder_0	POU5F1	M05501_2.00	1.80261191560061	-2.0175925508511	0	SOX2::POU5F1	SOX2::POU5F1	990	1.78458579644461	ppi_plot/cobinder_0_M05501_2.00_POU5F1.png
cobinder_0	POU5F1	M05503_2.00	1.80261191560061	-2.0175925508511	0	SOX2::POU5F1	SOX2::POU5F1	990	1.78458579644461	ppi_plot/cobinder_0_M05503_2.00_POU5F1.png
cobinder_0	FOXM1	M09085_2.00	1.78634414072486	-2.03385783296627	0	SOX2::FOXM1	SOX2::FOXM1	85	0.151839251961613	ppi_plot/cobinder_0_M09085_2.00_FOXM1.png
cobinder_0	POU2F2	M05449_2.00	1.78500258715454	-2.03519751869224	0	SOX2::POU2F2	SOX2::POU2F2	374	0.667590967595796	ppi_plot/cobinder_0_M05449_2.00_POU2F2.png
cobinder_0	MAX	M02785_2.00	1.76419137205108	-2.05600867115547	0	SOX2::MAX	SOX2::MAX	173	0.305205107364837	ppi_plot/cobinder_0_M02785_2.00_MAX.png
cobinder_0	POU6F1	M05355_2.00	1.74592344991482	-2.07427872331168	0	SOX2::POU6F1	SOX2::POU6F1	321	0.560441427422656	ppi_plot/cobinder_0_M05355_2.00_POU6F1.png
cobinder_0	POU1F1	M05458_2.00	1.74592344991482	-2.07427872331168	0	SOX2::POU1F1	SOX2::POU1F1	290	0.506317800475297	ppi_plot/cobinder_0_M05458_2.00_POU1F1.png
cobinder_0	NFATC4	M05702_2.00	1.74592344991482	-2.07427872331168	0	SOX2::NFATC4	SOX2::NFATC4	43	0.0750747083463371	ppi_plot/cobinder_0_M05702_2.00_NFATC4.png
cobinder_0	CEBPA	M10024_2.00	1.74592344991482	-2.07427872331168	0	SOX2::CEBPA	SOX2::CEBPA	84	0.146657569792845	ppi_plot/cobinder_0_M10024_2.00_CEBPA.png
cobinder_0	CEBPA	MA0102.4	1.74592344991482	-2.07427872331168	0	SOX2::CEBPA	SOX2::CEBPA	84	0.146657569792845	ppi_plot/cobinder_0_MA0102.4_CEBPA.png
cobinder_0	POU3F2	M05481_2.00	1.72770807551592	-2.09249256265956	0	SOX2::POU3F2	SOX2::POU3F2	437	0.755008429000458	ppi_plot/cobinder_0_M05481_2.00_POU3F2.png
cobinder_0	POU3F4	M05500_2.00	1.72770807551592	-2.09249256265956	0	SOX2::POU3F4	SOX2::POU3F4	437	0.755008429000458	ppi_plot/cobinder_0_M05500_2.00_POU3F4.png
cobinder_0	POU2F3	M05467_2.00	1.71751610401936	-2.10268405607839	0	SOX2::POU2F3	SOX2::POU2F3	444	0.762577150184594	ppi_plot/cobinder_0_M05467_2.00_POU2F3.png
cobinder_0	SNAI1	M08303_2.00	1.69964585786779	-2.12055419009892	0	SOX2::SNAI1	SOX2::SNAI1	55	0.0934805221827285	ppi_plot/cobinder_0_M08303_2.00_SNAI1.png
cobinder_0	POU1F1	M03300_2.00	1.69094288310292	-2.12925796041294	0	SOX2::POU1F1	SOX2::POU1F1	290	0.490373436099846	ppi_plot/cobinder_0_M03300_2.00_POU1F1.png
cobinder_0	ZNF787	M04473_2.00	1.6661579086482	-2.15404338025714	0	SOX2::ZNF787	SOX2::ZNF787	125	0.208269738581025	ppi_plot/cobinder_0_M04473_2.00_ZNF787.png
cobinder_0	ZNF787	UN0230.1	1.6661579086482	-2.15404338025714	0	SOX2::ZNF787	SOX2::ZNF787	125	0.208269738581025	ppi_plot/cobinder_0_UN0230.1_ZNF787.png
cobinder_0	ARID1A	UN0670.1	1.65952613998115	-2.16067557449722	0	SOX2::ARID1A	SOX2::ARID1A	62	0.102890620678831	ppi_plot/cobinder_0_UN0670.1_ARID1A.png
cobinder_0	SOX8,SOX1	M03483_2.00	1.65791106450749	-2.16228952524236	0	SOX2::SOX1	SOX2::SOX1	41	0.0679743536448073	ppi_plot/cobinder_0_M03483_2.00_SOX1.png
cobinder_0	SOX8,SOX1	M03483_2.00	1.65791106450749	-2.16228952524236	0	SOX2::SOX8	SOX2::SOX8	158	0.261949948192184	ppi_plot/cobinder_0_M03483_2.00_SOX8.png
cobinder_0	POU2F2	M05450_2.00	1.65084296467212	-2.1693569716156	0	SOX2::POU2F2	SOX2::POU2F2	374	0.617415268787373	ppi_plot/cobinder_0_M05450_2.00_POU2F2.png
cobinder_0	POU3F4	M00365_2.00	1.6432019004106	-2.17699943194813	0	SOX2::POU3F4	SOX2::POU3F4	437	0.718079230479432	ppi_plot/cobinder_0_M00365_2.00_POU3F4.png
cobinder_0	CTCF	MA1929.1	1.61022632857258	-2.20997587271605	0	SOX2::CTCF	SOX2::CTCF	150	0.241533949285887	ppi_plot/cobinder_0_MA1929.1_CTCF.png
cobinder_0	NKX3-2	MA0122.3	1.59323166201562	-2.2269708945128	0	SOX2::NKX3-2	SOX2::NKX3-2	85	0.135424691271328	ppi_plot/cobinder_0_MA0122.3_NKX3-2.png
cobinder_0	TCF3	M09795_2.00	1.58875415015679	-2.23144665173607	0	SOX2::TCF3	SOX2::TCF3	80	0.127100332012543	ppi_plot/cobinder_0_M09795_2.00_TCF3.png
cobinder_0	TCF3	M08710_2.00	1.58792099283523	-2.23227931425207	0	SOX2::TCF3	SOX2::TCF3	80	0.127033679426819	ppi_plot/cobinder_0_M08710_2.00_TCF3.png
cobinder_0	MAF	M04346_2.00	1.56278074251986	-2.25742176133083	0	SOX2::MAF	SOX2::MAF	406	0.634488981463063	ppi_plot/cobinder_0_M04346_2.00_MAF.png
cobinder_0	MAF	MA1520.1	1.56278074251986	-2.25742176133083	0	SOX2::MAF	SOX2::MAF	406	0.634488981463063	ppi_plot/cobinder_0_MA1520.1_MAF.png
cobinder_0	ZNF629	UN0645.1	1.55282800941664	-2.26737356973782	0	SOX2::ZNF629	SOX2::ZNF629	125	0.194103501177079	ppi_plot/cobinder_0_UN0645.1_ZNF629.png
cobinder_0	FOXI3,FOXD4,FOXD4L1,FOXP4	M01982_2.00	1.54032109298826	-2.27987902139101	0	SOX2::FOXP4	SOX2::FOXP4	85	0.130927292904002	ppi_plot/cobinder_0_M01982_2.00_FOXP4.png
cobinder_0	FOXI3,FOXD4,FOXD4L1,FOXP4	M01982_2.00	1.54032109298826	-2.27987902139101	0	SOX2::FOXD4	SOX2::FOXD4	102	0.157112751484802	ppi_plot/cobinder_0_M01982_2.00_FOXD4.png
cobinder_0	FOXI3,FOXD4,FOXD4L1,FOXP4	M01982_2.00	1.54032109298826	-2.27987902139101	0	SOX2::FOXD4L1	SOX2::FOXD4L1	102	0.157112751484802	ppi_plot/cobinder_0_M01982_2.00_FOXD4L1.png
cobinder_0	FOXI3,FOXD4,FOXD4L1,FOXP4	M01982_2.00	1.54032109298826	-2.27987902139101	0	SOX2::FOXI3	SOX2::FOXI3	127	0.195620778809509	ppi_plot/cobinder_0_M01982_2.00_FOXI3.png
cobinder_0	TBX3	M09426_2.00	1.52571524521515	-2.29448606657304	0	SOX2::TBX3	SOX2::TBX3	143	0.218177280065767	ppi_plot/cobinder_0_M09426_2.00_TBX3.png
cobinder_0	POU3F3	M03321_2.00	1.52264139583317	-2.29755917933938	0	SOX2::POU3F3	SOX2::POU3F3	437	0.665394289979095	ppi_plot/cobinder_0_M03321_2.00_POU3F3.png
cobinder_0	FOXB1	M03031_2.00	1.50925235613898	-2.31094808032988	0	SOX2::FOXB1	SOX2::FOXB1	126	0.190165796873511	ppi_plot/cobinder_0_M03031_2.00_FOXB1.png
cobinder_0	IRX4	M00416_2.00	1.4985600407576	-2.32164191986682	0	SOX2::IRX4	SOX2::IRX4	102	0.152853124157275	ppi_plot/cobinder_0_M00416_2.00_IRX4.png
cobinder_0	FOXI3,FOXD4,FOXD4L1	M00796_2.00	1.47988082478182	-2.3403211464836	0	SOX2::FOXD4	SOX2::FOXD4	102	0.150947844127746	ppi_plot/cobinder_0_M00796_2.00_FOXD4.png
cobinder_0	FOXI3,FOXD4,FOXD4L1	M00796_2.00	1.47988082478182	-2.3403211464836	0	SOX2::FOXD4L1	SOX2::FOXD4L1	102	0.150947844127746	ppi_plot/cobinder_0_M00796_2.00_FOXD4L1.png
cobinder_0	FOXI3,FOXD4,FOXD4L1	M00796_2.00	1.47988082478182	-2.3403211464836	0	SOX2::FOXI3	SOX2::FOXI3	127	0.187944864747291	ppi_plot/cobinder_0_M00796_2.00_FOXI3.png
cobinder_0	POU4F3	M05462_2.00	1.47988082478182	-2.3403211464836	0	SOX2::POU4F3	SOX2::POU4F3	331	0.489840553002783	ppi_plot/cobinder_0_M05462_2.00_POU4F3.png
cobinder_0	MAF	M04345_2.00	1.4785271676663	-2.34167386468549	0	SOX2::MAF	SOX2::MAF	406	0.600282030072519	ppi_plot/cobinder_0_M04345_2.00_MAF.png
cobinder_0	POU3F3	M03320_2.00	1.4611561727858	-2.35904392824331	0	SOX2::POU3F3	SOX2::POU3F3	437	0.638525247507396	ppi_plot/cobinder_0_M03320_2.00_POU3F3.png
cobinder_0	POU2F2	M05451_2.00	1.4611561727858	-2.35904392824331	0	SOX2::POU2F2	SOX2::POU2F2	374	0.54647240862189	ppi_plot/cobinder_0_M05451_2.00_POU2F2.png
cobinder_0	POU2F3	M05469_2.00	1.4611561727858	-2.35904392824331	0	SOX2::POU2F3	SOX2::POU2F3	444	0.648753340716896	ppi_plot/cobinder_0_M05469_2.00_POU2F3.png
cobinder_0	RELB	M09347_2.00	1.4611561727858	-2.35904392824331	0	SOX2::RELB	SOX2::RELB	112	0.16364949135201	ppi_plot/cobinder_0_M09347_2.00_RELB.png
cobinder_0	SOX1	M03526_2.00	1.45641988029696	-2.36378115258087	0	SOX2::SOX1	SOX2::SOX1	41	0.0597132150921755	ppi_plot/cobinder_0_M03526_2.00_SOX1.png
cobinder_0	FOXA1	M04822_2.00	1.45456917053465	-2.36563210181724	0	SOX2::FOXA1	SOX2::FOXA1	308	0.448007304524672	ppi_plot/cobinder_0_M04822_2.00_FOXA1.png
cobinder_0	FOXA3	M04832_2.00	1.45456917053465	-2.36563210181724	0	SOX2::FOXA3	SOX2::FOXA3	105	0.152729762906138	ppi_plot/cobinder_0_M04832_2.00_FOXA3.png
cobinder_0	ISL1	M09128_2.00	1.44958084396565	-2.3706204009239	0	SOX2::ISL1	SOX2::ISL1	236	0.342101079175894	ppi_plot/cobinder_0_M09128_2.00_ISL1.png
cobinder_0	POU3F2	M05482_2.00	1.41919586847167	-2.40100570486123	0	SOX2::POU3F2	SOX2::POU3F2	437	0.620188594522121	ppi_plot/cobinder_0_M05482_2.00_POU3F2.png
cobinder_0	PAX6	M00342_2.00	1.41634109504037	-2.40385973724629	0	SOX2::PAX6	SOX2::PAX6	731	1.03534534047451	ppi_plot/cobinder_0_M00342_2.00_PAX6.png
cobinder_0	FOXB1	M03030_2.00	1.40565497045012	-2.41454719629347	0	SOX2::FOXB1	SOX2::FOXB1	126	0.177112526276715	ppi_plot/cobinder_0_M03030_2.00_FOXB1.png
cobinder_0	OTP,LHX8	M05214_2.00	1.40123137260322	-2.41897045099588	0	SOX2::LHX8	SOX2::LHX8	70	0.0980861960822251	ppi_plot/cobinder_0_M05214_2.00_LHX8.png
cobinder_0	OTP,LHX8	M05214_2.00	1.40123137260322	-2.41897045099588	0	SOX2::OTP	SOX2::OTP	98	0.137320674515115	ppi_plot/cobinder_0_M05214_2.00_OTP.png
cobinder_0	DLX2	MA0885.2	1.40123137260322	-2.41897045099588	0	SOX2::DLX2	SOX2::DLX2	65	0.0910800392192091	ppi_plot/cobinder_0_MA0885.2_DLX2.png
cobinder_0	DLX5	MA1476.2	1.40123137260322	-2.41897045099588	0	SOX2::DLX5	SOX2::DLX5	139	0.194771160791847	ppi_plot/cobinder_0_MA1476.2_DLX5.png
cobinder_0	POU3F4	M00366_2.00	1.39642912359334	-2.42377162549376	0	SOX2::POU3F4	SOX2::POU3F4	437	0.610239527010291	ppi_plot/cobinder_0_M00366_2.00_POU3F4.png
cobinder_0	SOX7,SOX1	M03516_2.00	1.39312334871515	-2.42707693954086	0	SOX2::SOX1	SOX2::SOX1	41	0.0571180572973213	ppi_plot/cobinder_0_M03516_2.00_SOX1.png
cobinder_0	SOX7,SOX1	M03516_2.00	1.39312334871515	-2.42707693954086	0	SOX2::SOX7	SOX2::SOX7	65	0.090553017666485	ppi_plot/cobinder_0_M03516_2.00_SOX7.png
cobinder_0	IRX4	M00455_2.00	1.39112431830511	-2.42907690348303	0	SOX2::IRX4	SOX2::IRX4	102	0.141894680467121	ppi_plot/cobinder_0_M00455_2.00_IRX4.png
cobinder_0	FOXP4	M00793_2.00	1.39112431830511	-2.42907690348303	0	SOX2::FOXP4	SOX2::FOXP4	85	0.118245567055934	ppi_plot/cobinder_0_M00793_2.00_FOXP4.png
cobinder_0	ZNF787	M04475_2.00	1.38832022980757	-2.43188139194289	0	SOX2::ZNF787	SOX2::ZNF787	125	0.173540028725946	ppi_plot/cobinder_0_M04475_2.00_ZNF787.png
